Elevation,Aspect,Slope,Horiz_dist_hydro,Vertical_dist_hydro,Horiz_dist_roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horiz_dist_firepoints,Cover_Type,Wilderness_Area,Soil_Type
2705,61,13,30,3,1260,230,212,112,1624,2,3,31
2735,85,25,201,103,210,246,188,56,811,5,1,30
2880,308,25,67,29,792,145,216,208,1583,2,3,24
2827,285,10,108,5,2484,192,240,188,2460,2,1,12
3112,12,11,242,-8,2227,209,217,145,2329,2,3,32
3232,6,19,417,36,1592,193,199,140,2197,1,3,39
2699,356,32,42,19,2654,154,167,138,6662,2,1,29
2397,315,19,150,29,1123,165,220,194,759,6,4,10
3132,194,21,700,91,573,212,252,165,1809,2,3,23
3345,185,15,671,113,4365,222,249,156,2325,7,3,38
3115,287,13,242,83,560,184,239,195,1405,1,2,22
3032,144,7,560,10,4705,230,239,142,1302,1,1,29
2666,336,9,0,0,484,199,227,167,601,2,1,23
3030,301,17,153,66,2460,170,230,200,1110,2,3,31
2965,335,11,309,29,4216,196,226,169,4926,2,1,12
2865,170,8,330,143,1839,226,244,150,680,5,3,32
3217,321,10,67,0,4230,193,230,176,1898,1,3,22
2808,135,4,124,4,3408,227,238,145,6191,2,1,12
3004,76,13,390,29,4220,236,216,109,4939,1,1,20
2855,353,8,67,0,3022,206,226,158,4039,2,1,30
3082,248,13,443,53,2970,193,249,194,711,1,3,32
3107,3,15,408,33,999,198,209,147,1536,1,3,22
3091,99,20,0,0,713,248,209,80,1594,1,1,30
2856,3,10,371,-11,872,206,220,152,598,2,3,32
3117,144,6,0,0,1273,229,239,143,2053,1,1,23
3208,34,12,242,3,2654,218,214,130,1235,1,3,22
3106,135,3,331,-2,6500,224,238,149,2689,2,1,29
2674,344,7,234,-2,626,206,229,162,1116,2,1,12
2713,143,18,247,24,1964,243,234,113,1369,2,1,30
2880,105,5,510,100,3894,228,234,140,5822,2,1,12
3291,16,20,201,84,2024,199,194,127,2106,1,3,33
3018,30,15,426,159,1677,214,206,124,3004,1,3,24
1994,32,25,124,22,446,205,178,97,579,6,4,10
2700,124,3,0,0,1546,225,237,146,2352,2,3,17
2817,15,8,268,47,3246,213,223,147,1128,2,3,32
2435,356,6,240,105,819,210,229,157,571,3,4,6
3338,146,7,30,5,793,230,239,142,3771,2,2,32
2652,155,17,30,-3,1167,238,239,126,696,3,3,2
2988,146,11,469,26,6186,235,239,133,3125,2,1,29
3166,74,7,395,-7,4897,229,227,132,2106,1,1,22
2681,53,19,0,0,1500,227,197,96,1790,2,3,11
3369,289,11,457,47,3421,190,239,189,1638,1,1,39
3081,6,22,153,5,1261,186,190,136,1015,1,1,22
3234,61,7,30,2,2362,226,225,133,2743,1,1,38
3252,270,13,484,109,4414,185,244,198,1209,2,1,29
2629,6,7,300,-17,361,212,226,152,1445,2,1,12
3320,60,9,484,90,811,227,221,127,1206,7,3,39
3250,25,13,513,75,3456,213,212,133,4348,1,1,29
2955,263,22,228,52,5184,159,244,221,1509,2,1,30
2978,92,8,85,6,5021,233,228,128,6144,2,1,12
2686,2,26,216,82,1736,176,182,136,2649,6,3,10
3103,122,15,60,12,5009,244,227,107,1574,1,1,19
3320,16,16,655,109,993,204,204,133,543,1,1,38
3435,261,13,912,245,4800,188,247,197,2962,7,3,39
3023,2,26,150,40,1550,175,182,136,1492,2,3,31
2476,271,23,175,61,484,153,240,223,242,6,4,10
3064,355,14,85,21,2821,197,215,155,2232,1,3,23
3303,53,12,108,6,2795,227,215,120,1725,7,3,38
2866,57,21,85,25,4288,229,191,86,1200,2,1,29
3186,74,7,67,4,5142,229,227,132,2018,1,1,22
3121,130,12,60,4,626,240,233,122,1774,2,3,32
3076,6,13,484,25,4714,203,214,147,511,2,1,29
2226,294,31,95,58,1140,120,215,227,531,3,4,10
3210,59,18,212,65,1575,231,200,96,2215,1,3,33
2951,117,30,153,93,966,254,197,46,1348,2,3,33
3046,145,9,319,18,807,233,239,137,924,1,3,32
2157,301,28,60,26,660,133,216,218,930,6,4,10
3421,210,9,418,26,2754,213,249,171,1852,1,3,32
2834,220,25,150,79,2962,182,254,198,1282,2,3,4
2382,295,32,295,52,661,116,213,229,646,3,4,10
3239,27,18,67,1,4121,209,198,119,3427,1,3,22
2819,117,16,0,0,4835,245,224,103,134,1,1,23
2984,88,17,324,38,5200,243,211,92,1987,1,1,29
3277,67,8,722,-13,1745,228,224,129,2930,2,2,23
2380,243,23,127,52,1498,167,251,216,631,6,4,10
2993,117,12,361,54,566,240,229,118,2106,2,3,33
2939,250,7,108,23,5047,205,245,179,4297,2,1,29
2400,225,17,228,134,1376,195,254,191,711,6,4,1
3073,120,4,660,-55,6223,226,236,145,2973,2,1,29
2898,111,8,30,4,735,234,231,129,2673,1,1,23
3114,325,14,319,21,300,185,224,179,1804,1,2,22
2855,300,7,150,33,2694,202,237,175,2197,1,3,22
3246,10,10,424,26,6114,209,220,148,1012,1,1,22
3167,301,15,297,89,2916,176,232,196,1136,1,3,32
2710,104,2,313,-19,1099,222,236,150,1262,2,1,23
3274,109,23,488,173,3330,252,206,69,510,1,3,24
3080,278,21,309,43,3177,158,238,217,1530,1,3,24
2813,49,15,134,25,1382,225,206,111,1271,2,3,10
3148,24,18,1061,279,2831,207,198,122,2114,2,3,24
3214,77,5,90,-13,2868,227,230,138,2649,1,1,29
2060,97,11,30,3,933,238,224,116,201,4,4,1
3173,37,12,417,61,1233,219,214,128,1300,1,3,22
2833,333,20,120,38,1602,169,209,177,1777,6,3,13
3049,80,16,607,225,365,240,210,95,957,2,3,33
3353,296,29,488,149,595,126,216,224,830,1,2,33
2469,267,24,120,69,518,151,241,225,1026,3,3,4
3055,355,23,418,-4,1159,177,193,149,2110,1,3,33
2725,8,28,150,77,1256,176,173,123,1112,2,3,33
2911,81,13,42,10,3763,237,216,107,4997,1,1,30
2483,282,27,108,31,953,137,230,228,631,2,4,10
3405,124,12,127,-5,2639,240,231,119,1200,7,3,39
2975,35,24,430,201,4348,209,179,94,760,2,1,29
2978,165,3,390,26,4352,222,240,154,5484,2,1,12
3191,303,15,830,-11,1323,179,232,193,1463,1,3,33
2644,336,24,108,44,1266,158,198,175,1919,6,3,13
3203,56,5,433,24,5722,223,229,141,2743,2,1,23
2467,340,19,30,8,524,177,210,169,864,6,3,24
3033,100,4,95,5,4232,227,234,142,2549,2,1,29
3206,315,4,457,22,902,209,236,166,1894,1,3,31
3278,350,17,272,55,4520,187,210,159,2185,1,3,22
3031,28,8,430,27,5492,217,223,141,4085,1,1,29
3219,158,5,60,16,4897,226,241,149,450,1,1,29
3060,106,16,872,43,1215,245,219,98,642,2,3,32
2879,320,14,0,0,2642,182,225,183,1061,1,3,13
2813,222,26,67,23,3203,178,253,201,1523,2,3,4
3302,86,3,30,2,1415,224,234,145,1337,1,1,35
3095,122,6,306,18,2501,230,235,138,2012,1,3,32
2711,251,35,124,62,1655,122,238,238,1261,2,3,13
2919,3,13,42,4,3491,202,215,149,1739,2,1,29
2614,13,17,210,40,1333,201,203,136,2724,2,3,11
2930,82,5,30,2,1441,227,231,138,3311,1,1,23
3334,67,28,330,127,1892,235,173,51,2394,1,3,33
2370,106,11,60,0,446,239,227,117,794,3,3,4
2948,296,13,366,40,5180,182,235,193,1742,5,1,29
2300,18,32,180,104,782,178,155,97,595,6,4,10
2864,67,14,108,-7,458,233,211,107,1648,2,1,29
2988,304,9,703,-132,1600,196,236,179,1928,2,3,32
2978,38,3,212,19,4752,219,233,150,5473,2,1,12
2481,105,11,42,-7,1261,239,226,116,931,3,3,3
3023,13,15,120,-3,1380,204,208,138,967,1,3,24
2805,74,17,90,26,571,238,205,92,930,2,1,23
3228,297,7,42,5,3660,201,238,176,1674,1,1,22
2902,267,16,67,12,900,178,245,205,658,2,3,23
3086,94,8,751,32,2507,232,229,129,2167,1,3,32
2878,60,12,67,-8,2455,229,215,118,319,1,3,13
2418,175,18,268,77,690,227,246,144,1124,3,3,2
3274,23,12,702,50,2958,212,214,136,3384,1,3,31
2863,197,12,390,63,2372,217,250,166,2006,5,3,26
3225,248,16,134,14,3077,183,250,203,1126,1,3,31
3257,56,10,902,141,1980,227,218,124,2550,1,3,31
2541,54,10,350,16,1134,226,218,124,4094,2,1,18
2721,306,8,108,18,2396,198,236,178,5156,2,1,12
3255,317,12,616,52,1482,188,230,181,1458,1,3,13
2787,90,9,313,63,2922,233,227,125,2486,2,1,12
3263,117,6,127,23,5177,231,234,136,480,2,1,29
3241,182,5,240,26,979,222,244,157,1200,1,2,40
2975,11,14,192,12,2368,205,212,142,2081,1,3,22
2350,318,33,255,134,618,119,192,203,1760,3,4,10
2740,63,11,277,53,1749,230,218,121,551,2,1,12
3680,347,12,1170,325,5306,197,221,161,3734,7,3,40
2091,29,25,60,10,201,202,176,99,492,6,4,10
3242,254,12,577,69,636,192,248,194,509,1,3,32
3107,16,4,247,22,1440,216,231,152,1355,2,2,23
3091,357,26,552,75,2666,170,184,144,1524,1,3,33
2926,57,11,218,13,4692,228,216,120,4008,2,1,23
3137,42,23,212,100,2297,216,182,90,1065,1,3,33
2850,185,23,162,52,3824,217,249,152,1395,2,1,30
3318,126,24,242,67,1830,252,215,77,3003,1,1,39
3305,55,21,424,27,2850,227,190,86,1230,1,3,39
3251,79,30,85,23,1641,242,171,36,711,7,3,39
2885,119,27,108,47,5134,254,204,59,319,2,1,30
3218,72,2,124,17,3136,222,234,149,4992,1,1,29
3014,90,12,175,39,3203,239,220,110,6162,2,1,29
3208,327,17,216,24,108,176,218,181,1840,1,2,23
3081,86,4,339,44,1500,225,233,144,2809,1,1,29
3239,194,10,351,37,2531,218,249,164,1360,1,3,23
2511,70,15,134,8,190,235,210,103,1019,2,1,12
3254,343,7,67,4,1584,205,229,162,1194,1,3,38
3372,79,4,150,3,4295,224,233,144,4011,7,1,40
2769,31,17,182,3,2089,213,200,118,789,2,3,10
2942,225,7,335,36,5493,211,247,173,4968,2,1,29
3314,102,17,571,157,1218,246,216,93,1126,7,3,40
3049,207,12,0,0,2081,212,251,172,175,1,3,31
2942,149,3,283,25,3716,223,239,151,4641,2,1,12
3225,227,9,85,6,3879,208,248,177,2717,7,1,23
2819,191,19,175,70,1749,216,251,161,1190,5,3,13
3224,180,3,330,91,2716,220,241,156,1198,2,3,31
2867,58,13,175,12,2995,229,211,113,2592,2,1,29
2945,357,28,201,54,1760,166,179,142,1068,2,1,30
2412,332,28,175,78,819,145,193,181,1053,6,4,10
2891,140,18,150,21,4708,244,232,110,210,2,1,30
2932,21,15,510,63,2236,208,206,132,1825,2,3,24
2839,303,19,90,15,1055,164,227,202,1353,1,3,23
3349,113,15,150,20,828,245,223,103,4014,2,2,32
3131,108,2,30,-4,684,223,236,149,2402,1,2,19
3362,213,14,295,107,3542,206,253,179,633,1,1,39
3219,347,20,624,64,1310,177,203,161,1632,1,3,24
3317,18,12,636,199,3271,211,215,139,638,1,3,24
2529,80,11,150,8,503,235,220,116,3327,2,1,18
2894,54,18,285,105,2109,227,200,100,2250,1,3,33
3197,261,19,390,89,5811,169,246,213,2977,2,1,29
2942,47,23,258,89,1867,221,183,85,2970,2,3,33
3146,137,8,175,30,459,232,237,137,2274,1,1,23
3123,36,12,330,54,3480,219,212,127,4872,1,1,29
2982,71,12,256,4,3670,233,216,113,5957,2,1,29
3021,61,10,807,194,1387,228,220,124,849,1,1,29
3143,153,17,90,-6,3046,238,239,124,1019,2,3,33
3211,55,8,182,6,3236,225,223,132,4736,1,1,39
2697,12,13,150,0,890,206,212,142,2024,2,3,31
2764,236,5,150,18,2722,211,245,172,1939,2,1,12
3119,167,18,1092,198,3184,232,244,136,1651,2,3,33
2889,11,14,30,4,759,204,210,141,1973,1,1,23
3054,298,5,417,80,2989,207,238,170,1140,1,3,23
2777,148,23,30,-11,2844,244,230,102,1495,2,3,13
2593,69,3,201,-3,450,223,233,145,6225,5,1,29
3277,263,15,283,54,3455,181,246,203,1854,1,1,29
3244,27,6,0,0,3408,217,226,145,2018,1,1,29
2830,39,18,495,159,503,218,198,109,2178,2,1,29
2780,55,6,108,-2,1188,224,227,139,2401,1,1,29
2780,141,20,366,116,1710,245,230,104,1012,5,1,30
3127,108,12,268,19,5560,241,225,112,918,2,1,29
2513,308,10,342,85,330,191,234,182,1806,3,4,10
2839,146,12,67,19,2250,237,238,130,2846,2,1,30
3134,270,12,330,38,1811,189,244,194,2647,2,3,32
3200,59,4,497,17,5448,223,231,143,2195,1,1,19
3406,275,6,351,67,1635,205,241,176,997,7,3,38
3153,17,6,376,17,2697,215,226,148,1500,1,1,23
2783,181,10,134,33,2561,223,247,156,2422,2,1,30
3111,253,14,258,51,417,188,248,198,793,2,3,24
2918,122,6,85,7,1687,230,235,138,1861,1,1,29
3107,150,9,391,66,569,232,240,139,1565,2,3,22
2793,101,14,85,22,1381,242,221,106,1794,2,3,11
2301,291,21,277,134,1296,155,231,214,849,6,4,10
2694,119,12,120,21,1939,240,229,117,5272,2,1,29
3190,255,13,633,98,832,190,248,195,876,2,3,23
3062,43,21,878,-124,1706,219,189,96,2220,1,3,33
2944,321,19,360,90,5128,169,218,188,537,2,1,29
3358,309,22,309,104,2236,155,220,203,2288,2,2,33
2892,8,16,551,97,3107,200,206,141,1360,2,3,32
3237,149,1,553,58,4599,221,238,154,2697,1,1,38
2554,76,13,268,52,323,236,216,109,990,2,1,12
3184,150,10,242,51,1082,233,240,137,1987,1,2,23
3244,71,9,90,-6,1824,231,222,124,2667,1,1,22
2992,240,19,85,8,1383,182,252,204,210,1,3,23
3208,37,14,382,7,3824,219,207,121,3814,1,1,23
3136,307,7,150,41,4410,201,236,175,1295,1,1,29
2899,60,12,228,19,1756,229,215,118,2201,2,1,29
2577,104,18,404,174,899,248,214,88,939,2,3,3
2789,36,17,277,93,1120,217,201,114,1714,2,3,10
3246,208,8,309,58,2727,215,248,169,1065,1,3,32
3423,38,15,342,74,3059,218,205,118,1365,7,3,39
3069,157,15,120,-19,2512,236,241,131,1898,2,3,31
2747,52,11,300,17,2546,226,217,124,2239,2,3,10
2765,71,10,153,22,2766,231,221,121,6585,2,1,12
3418,349,14,1050,168,1316,193,215,161,1784,7,3,38
2921,3,14,60,7,3166,200,213,149,2268,2,1,29
2988,350,13,323,39,4381,195,217,160,5073,1,1,29
3198,36,4,451,38,1350,219,230,148,2297,1,2,23
3386,27,12,85,4,4105,215,215,135,1194,1,1,38
2934,329,11,90,17,1784,194,227,173,1289,2,3,33
2884,30,24,150,29,150,204,180,101,1761,1,1,30
3267,282,21,300,109,962,159,237,215,2297,2,1,39
3334,85,33,212,94,5131,245,166,23,95,1,1,29
3237,68,5,124,3,3495,225,230,139,1875,1,1,38
2679,200,24,330,81,2264,202,252,173,1830,2,3,4
3236,338,18,108,40,2784,179,212,171,2635,1,3,24
2869,75,29,162,69,175,240,172,41,1292,1,1,29
3251,172,15,210,75,3367,229,246,145,3055,1,1,22
3140,336,16,190,35,3739,183,217,172,3271,1,3,24
3412,169,11,1041,63,3287,228,245,147,1140,7,3,38
2797,81,12,90,13,2195,236,219,112,1398,2,1,30
3223,44,28,192,43,5494,213,166,71,1362,2,1,29
2986,225,12,42,0,1323,203,251,184,234,2,3,23
3308,213,17,509,162,1230,202,254,183,4340,2,2,32
3206,27,11,67,-16,2804,215,217,137,2167,1,1,22
3080,54,8,277,-9,6780,225,223,131,2704,2,1,29
2530,1,27,108,24,1717,172,180,137,1733,2,3,10
3112,13,5,85,2,1771,215,229,151,3005,1,3,23
2784,87,9,228,28,1976,234,224,121,1851,2,1,12
2784,10,25,30,11,1134,185,182,126,1061,2,3,23
2908,233,19,67,16,2173,185,253,201,1445,2,3,33
3280,321,9,365,122,5102,196,231,175,1731,1,1,29
2844,203,21,360,87,1440,204,253,176,1461,2,3,33
3287,139,5,404,42,5292,228,238,144,932,2,1,29
3178,352,16,190,25,4470,190,211,158,1689,1,1,38
1981,162,23,60,5,201,235,238,120,466,3,4,3
3152,179,16,67,14,3309,225,248,151,1452,2,3,32
3277,145,8,592,72,3231,231,239,140,4429,1,1,40
2617,81,15,323,128,1170,239,212,99,1781,2,3,31
2726,148,8,95,10,1478,231,240,141,2151,2,1,12
2794,184,19,90,4,4342,221,249,154,5095,2,1,30
2625,172,31,108,42,1895,223,237,122,1333,3,3,4
3105,5,13,674,310,1150,202,213,147,1231,1,3,31
3355,39,6,480,107,731,220,227,142,1896,7,3,32
2965,123,5,60,-2,2315,228,236,142,1740,2,1,29
3035,93,5,0,0,2059,228,232,138,1471,1,1,23
2963,54,15,127,9,636,228,207,109,2529,2,1,29
3261,356,13,450,97,2461,198,216,155,2467,1,3,24
2537,95,18,150,33,1165,246,211,88,1080,3,3,4
3007,292,21,124,40,1384,156,231,213,2021,2,3,32
3093,61,16,175,3,3282,231,206,103,5485,1,1,30
2766,359,12,242,44,3017,202,218,153,1121,2,3,32
3055,288,10,446,103,698,193,239,186,789,2,2,22
2880,6,25,150,41,2255,180,183,132,1806,1,3,33
3246,31,11,531,57,3992,217,216,133,3655,1,1,38
3290,209,16,134,1,3500,206,253,178,1705,1,3,32
2749,357,5,379,78,1842,212,231,156,1931,2,1,12
2742,130,12,234,68,1650,240,233,121,930,5,1,30
3075,258,15,514,78,2614,184,248,201,1165,1,3,32
2602,143,7,255,71,283,231,239,140,1567,2,1,12
2834,70,9,272,34,1674,230,223,125,2658,2,3,26
3113,128,6,60,4,3483,230,236,140,5086,1,1,30
3049,344,10,42,5,335,199,224,163,1165,2,1,23
3165,121,10,351,49,2170,237,232,126,2951,1,3,24
3307,215,11,636,88,3542,209,251,177,2634,1,1,23
3024,25,14,361,42,2864,212,208,130,666,1,3,32
2966,272,15,124,15,3319,179,243,203,1894,1,3,24
2998,220,11,696,102,5911,207,251,179,6334,2,1,29
2455,60,35,255,108,582,223,145,25,726,2,3,10
3282,142,10,170,46,3857,235,238,132,3939,7,1,38
3203,214,5,485,12,5975,215,245,167,3042,2,1,29
3513,279,17,170,79,2919,171,240,208,2021,1,1,40
3116,67,2,30,0,1047,221,235,151,1844,1,1,23
3035,115,5,210,12,2922,229,235,140,1361,2,3,32
3137,180,7,371,57,150,223,245,156,1867,2,3,23
3232,235,15,759,97,618,193,252,194,2839,2,3,32
3049,310,7,350,50,2723,201,235,174,1894,2,3,32
2731,86,28,240,101,1073,247,181,44,927,2,3,13
2976,27,8,815,178,2852,217,222,141,658,2,3,32
3177,338,9,335,-8,1168,200,227,166,703,1,2,24
3409,196,4,947,203,1366,219,243,160,1812,1,3,38
3343,285,29,467,146,558,129,226,230,771,1,2,33
2742,89,12,180,55,1695,239,220,109,618,2,1,29
3391,344,19,285,68,4295,178,206,165,3786,7,1,40
3058,126,11,711,235,182,238,233,124,902,2,3,32
2959,221,15,285,43,5268,200,253,186,1784,2,1,29
2712,98,11,470,112,1237,238,224,115,2611,2,1,12
3290,17,10,362,67,4531,212,219,144,2081,1,3,22
2672,221,30,134,89,2787,169,251,203,1206,3,3,4
2794,42,6,212,29,2868,221,227,141,6012,2,1,12
3176,277,15,234,41,210,177,242,204,2568,2,3,31
2828,60,10,30,5,541,228,218,122,495,2,3,23
2834,47,11,30,4,382,224,215,124,242,2,3,23
2684,210,20,360,-51,450,199,254,183,811,2,3,3
2256,292,34,212,151,765,106,210,233,1027,6,4,10
3094,10,10,162,23,1826,209,220,148,1776,2,1,29
2668,62,6,212,11,524,225,228,138,1158,2,1,29
3141,62,10,242,35,5148,229,218,121,3194,1,1,22
3393,69,11,612,114,1846,231,219,119,1860,7,1,35
2507,17,22,268,106,726,195,188,122,767,2,3,10
3261,266,4,752,151,1742,210,241,169,2421,1,3,31
2864,18,18,85,2,564,204,201,129,342,2,3,31
2346,330,8,0,0,1288,202,231,168,577,6,4,16
2587,67,5,255,-7,150,226,229,138,6095,2,1,29
2895,331,21,228,61,1683,167,209,180,2657,2,3,33
3217,220,7,108,2,977,212,247,171,1269,1,2,40
3188,47,18,242,51,1082,223,197,102,5044,1,2,22
3132,154,17,939,80,3027,238,239,125,2642,2,3,33
3331,182,15,390,40,1758,223,249,153,3082,2,2,23
3330,72,24,552,101,1221,239,186,65,1712,1,2,38
3027,39,12,509,180,6262,220,213,126,3926,2,1,29
2731,163,16,30,-4,872,233,243,135,600,2,3,3
3260,355,8,42,4,6242,207,225,157,240,1,1,38
2637,197,25,424,202,404,204,251,168,780,2,3,3
3198,341,12,108,-11,3202,194,222,166,3953,1,1,23
3058,357,9,295,-12,2280,207,225,156,1243,1,3,23
2622,3,18,150,20,2277,194,204,145,1405,2,3,10
3175,67,19,190,20,1535,235,199,87,1645,1,3,31
2868,349,15,30,9,716,191,213,160,1773,2,3,24
3016,292,24,335,117,5350,147,227,218,743,2,1,29
3209,221,5,510,51,5996,214,245,168,2466,1,1,22
2955,283,34,426,213,2760,110,219,238,481,2,3,13
2767,210,31,421,-27,2174,180,250,188,1654,2,3,13
3326,168,21,90,25,2429,231,243,132,361,7,3,39
3304,212,24,424,83,1842,192,254,187,3457,1,1,29
2867,38,27,210,79,1664,208,169,81,2454,2,3,33
3474,41,14,649,40,2650,221,208,119,1879,1,1,40
2625,48,13,67,4,976,224,211,119,1674,2,3,33
2600,76,13,272,-27,395,236,216,109,1177,2,1,9
3085,58,13,162,26,1782,229,211,113,3062,1,3,33
3081,50,11,495,-93,1513,225,216,124,1121,1,1,23
3031,209,6,713,66,5655,216,246,166,6025,2,1,12
2897,28,10,499,84,3596,216,217,136,3043,2,1,12
3031,98,26,430,-23,693,251,193,54,1127,1,3,33
3300,174,18,376,61,4566,228,246,143,2532,1,3,33
3270,201,12,85,8,4718,215,251,168,2890,1,3,33
2783,143,9,255,36,1879,233,238,136,2412,2,1,12
3034,270,1,782,69,5710,215,239,161,5796,2,1,12
2963,32,7,30,0,5511,219,224,142,2234,1,1,23
2694,209,20,360,-41,480,201,254,182,781,2,3,3
2239,330,38,108,89,1332,105,165,183,1273,3,4,10
2296,15,32,309,26,849,174,157,104,285,3,4,10
3042,172,7,85,14,573,225,244,152,1209,1,1,23
2867,293,2,30,0,912,214,238,162,830,2,3,23
2883,126,15,67,20,5075,244,229,110,4350,2,1,29
3233,253,6,582,58,524,207,244,175,882,2,3,32
2140,21,32,201,88,1126,181,154,92,457,3,4,10
2864,28,4,560,109,2700,218,232,150,2892,2,1,12
3209,318,7,541,44,1273,202,234,172,2455,1,2,23
3062,300,14,120,29,3501,179,233,194,466,1,1,23
2027,14,20,30,9,488,197,194,128,518,4,4,10
3180,286,8,124,14,1226,197,240,183,1230,1,2,24
2985,344,16,492,7,3979,186,213,165,4636,2,1,29
2920,280,16,85,20,834,173,240,206,2729,1,1,22
3059,331,13,391,19,4943,188,223,174,424,2,1,29
3078,302,17,108,34,180,169,229,200,2033,1,2,22
3298,342,3,150,9,4722,213,235,159,595,2,1,29
3037,288,24,240,50,850,148,230,219,2648,1,1,29
2139,5,35,216,88,361,155,152,116,361,3,4,10
3426,290,21,636,220,830,156,232,214,1054,1,2,33
3087,137,23,190,56,2652,248,224,92,3091,1,1,29
3084,166,12,175,10,2523,230,244,144,3511,2,1,23
3184,74,12,124,30,5165,235,217,112,1195,1,1,29
2985,94,4,228,43,3561,225,234,144,1550,2,1,29
3271,148,8,234,31,5258,231,240,141,693,2,1,29
2551,30,23,120,33,2435,207,184,104,677,6,3,10
2815,178,25,153,37,3733,222,245,140,1383,2,1,30
2878,83,4,0,0,3522,225,233,143,1879,2,1,20
2962,129,10,30,0,1606,237,234,126,2228,2,3,23
2960,321,9,295,75,2103,197,231,174,2457,2,3,32
3064,310,8,90,17,4145,197,234,177,2268,2,1,23
2813,315,3,60,3,1328,211,237,164,711,2,3,23
3256,124,12,270,46,2130,240,231,119,1827,1,3,32
3277,126,15,362,170,4146,244,229,110,1357,2,1,29
2725,91,10,242,32,1438,236,224,119,1830,2,1,29
3273,339,18,324,83,1899,180,212,170,1994,2,2,33
3174,112,8,242,37,2047,234,232,130,837,1,3,23
3011,108,5,616,177,5318,228,234,141,5275,2,1,12
2942,95,17,124,13,2010,245,212,90,2002,2,3,31
2942,306,11,0,0,1498,190,234,184,2282,1,3,20
3425,317,20,607,207,979,164,219,193,1302,1,2,33
2923,24,9,170,-2,659,216,222,142,2084,1,3,24
2695,31,15,0,0,2797,215,206,124,990,2,3,24
2922,8,9,366,68,2897,210,223,150,2465,2,1,12
2957,345,7,60,5,1215,206,229,161,342,2,3,23
3026,220,15,604,317,2546,201,253,186,1182,2,3,13
2453,276,17,162,62,1426,173,241,207,573,6,4,10
2623,108,11,376,115,1544,239,227,117,1825,3,3,2
3412,131,5,242,54,1062,228,237,143,1590,1,2,40
2963,23,19,90,12,1288,206,197,122,2310,1,1,29
2347,312,26,95,17,646,143,211,204,446,3,4,10
2991,22,15,382,43,878,209,207,131,811,2,3,31
2904,141,12,30,2,1390,238,236,126,2514,1,3,20
2320,336,15,272,110,914,187,219,171,834,3,4,6
3025,61,28,150,27,5125,229,171,56,2255,1,1,29
3102,87,14,120,31,360,240,215,102,721,2,3,31
3276,141,3,297,36,5102,224,238,150,636,2,1,29
3096,46,18,708,180,4295,223,197,103,4258,1,1,29
2929,72,20,339,124,361,238,198,82,592,2,1,29
2952,214,5,277,39,5232,215,245,167,4189,2,1,20
3278,59,16,573,181,3236,230,204,101,604,1,3,24
3365,28,16,300,23,1739,212,205,125,5039,1,2,22
3359,153,8,67,-7,2897,230,241,143,598,7,3,38
2950,282,14,120,20,2609,181,240,199,532,2,3,33
2608,111,7,42,0,792,232,233,134,5891,2,1,18
2488,136,24,127,34,741,249,222,86,806,3,3,4
3102,247,12,60,5,2746,196,249,191,474,1,3,23
3350,358,16,553,195,3918,193,209,152,3608,7,3,40
3091,275,16,300,60,3163,176,242,205,666,1,3,32
2957,7,6,30,3,1902,213,228,153,1452,2,1,23
3393,191,14,722,187,1848,218,250,162,1350,7,3,38
2893,305,11,256,40,2180,189,234,185,1315,2,3,31
2972,91,23,120,-33,2804,248,198,67,1359,1,3,33
2422,6,10,0,0,313,208,222,150,216,2,4,10
2799,8,28,30,10,4396,176,173,124,5085,2,1,30
2991,261,5,240,54,3610,209,242,172,1935,2,1,29
2975,68,11,258,35,1442,232,218,117,661,2,3,32
3132,137,10,285,24,2143,236,236,131,2613,1,3,32
3078,67,10,0,0,5181,230,221,123,895,1,1,30
3154,107,28,335,118,2888,254,195,50,3018,1,1,39
2546,296,18,108,33,150,168,232,204,849,2,4,10
3126,18,17,283,50,730,205,202,130,1616,2,3,33
3014,324,21,192,42,2550,162,213,188,967,2,3,31
3114,35,11,180,21,4596,219,215,130,2624,2,1,29
3008,195,7,408,73,5115,219,246,162,1998,1,1,29
3004,244,16,85,-3,5654,186,251,201,2631,1,1,29
3288,232,8,85,9,3314,207,248,178,1570,1,3,32
3034,286,8,180,23,3266,199,240,181,277,1,1,29
2719,158,24,306,135,1689,237,236,114,1158,3,3,4
3424,92,11,700,191,2161,237,223,116,1572,7,1,35
3009,64,13,309,-5,2408,232,212,110,2614,2,3,31
2841,28,9,150,36,2086,217,220,138,2556,2,1,29
3034,32,12,42,6,2940,217,214,130,1222,2,3,31
3301,307,19,642,119,792,165,225,199,331,1,2,33
2700,34,9,437,83,872,219,221,137,830,2,1,12
3055,16,32,240,64,2345,175,156,102,4272,1,1,29
3098,99,3,212,0,4173,224,235,146,1397,1,1,22
3005,21,6,577,116,2534,216,227,148,1684,2,3,32
3162,180,11,256,53,2885,224,247,154,3378,1,1,29
3324,351,14,162,54,5731,195,215,158,741,1,1,38
2823,284,35,150,72,2400,105,216,239,589,2,3,13
2106,98,22,153,78,285,249,204,72,607,3,4,1
3101,349,21,872,341,1003,176,199,159,1664,2,3,33
2718,35,9,277,29,2143,219,220,136,5622,2,1,12
2769,130,7,108,27,2975,232,236,136,4992,2,1,29
